"stage","replication","day","n_decisions","daily_rate","cumulative_rate","intensity"
"Post-definitive care",14,7,6,0.833333333333333,0.8,"High intensity"
"Post-definitive care",14,8,8,0.875,0.811320754716981,"High intensity"
"Post-definitive care",14,9,12,1,0.846153846153846,"High intensity"
"Post-definitive care",14,10,7,1,0.861111111111111,"High intensity"
"Post-definitive care",14,11,5,1,0.87012987012987,"High intensity"
"Post-definitive care",14,12,7,1,0.880952380952381,"High intensity"
"Post-definitive care",14,13,4,1,0.886363636363636,"High intensity"
"Post-definitive care",14,14,1,1,0.887640449438202,"High intensity"
"Post-definitive care",14,15,9,1,0.897959183673469,"High intensity"
"Post-definitive care",14,16,12,1,0.909090909090909,"High intensity"
"Post-definitive care",14,17,8,1,0.915254237288136,"High intensity"
"Post-definitive care",14,18,2,1,0.916666666666667,"High intensity"
"Post-definitive care",14,19,9,1,0.922480620155039,"High intensity"
"Post-definitive care",14,20,8,1,0.927007299270073,"High intensity"
"Post-definitive care",14,21,7,1,0.930555555555556,"High intensity"
"Post-definitive care",14,22,3,1,0.931972789115646,"High intensity"
"Post-definitive care",14,23,10,1,0.936305732484076,"High intensity"
"Post-definitive care",14,24,14,1,0.941520467836257,"High intensity"
"Post-definitive care",14,25,9,1,0.944444444444444,"High intensity"
"Post-definitive care",14,26,11,1,0.947643979057592,"High intensity"
"Post-definitive care",14,27,9,1,0.95,"High intensity"
"Post-definitive care",14,28,8,1,0.951923076923077,"High intensity"
"Post-definitive care",14,29,5,1,0.953051643192488,"High intensity"
"Post-definitive care",14,30,16,1,0.956331877729258,"High intensity"
"Post-definitive care",15,1,0,NA,NA,"High intensity"
"Post-definitive care",15,2,6,0.666666666666667,0.666666666666667,"High intensity"
"Post-definitive care",15,3,8,0.5,0.571428571428571,"High intensity"
"Post-definitive care",15,4,4,0.25,0.5,"High intensity"
"Post-definitive care",15,5,4,0.75,0.545454545454545,"High intensity"
"Post-definitive care",15,6,13,0.769230769230769,0.628571428571429,"High intensity"
"Post-definitive care",15,7,5,0.6,0.625,"High intensity"
"Post-definitive care",15,8,12,0.666666666666667,0.634615384615385,"High intensity"
"Post-definitive care",15,9,4,1,0.660714285714286,"High intensity"
"Post-definitive care",15,10,5,1,0.688524590163934,"High intensity"
"Post-definitive care",15,11,5,1,0.712121212121212,"High intensity"
"Post-definitive care",15,12,7,1,0.73972602739726,"High intensity"
"Post-definitive care",15,13,7,1,0.7625,"High intensity"
"Post-definitive care",15,14,13,1,0.795698924731183,"High intensity"
"Post-definitive care",15,15,11,1,0.817307692307692,"High intensity"
"Post-definitive care",15,16,5,1,0.825688073394495,"High intensity"
"Post-definitive care",15,17,6,1,0.834782608695652,"High intensity"
"Post-definitive care",15,18,6,1,0.84297520661157,"High intensity"
"Post-definitive care",15,19,7,1,0.8515625,"High intensity"
"Post-definitive care",15,20,7,1,0.859259259259259,"High intensity"
"Post-definitive care",15,21,5,1,0.864285714285714,"High intensity"
"Post-definitive care",15,22,1,1,0.865248226950355,"High intensity"
"Post-definitive care",15,23,6,1,0.870748299319728,"High intensity"
"Post-definitive care",15,24,12,1,0.880503144654088,"High intensity"
"Post-definitive care",15,25,7,1,0.885542168674699,"High intensity"
"Post-definitive care",15,26,9,1,0.891428571428571,"High intensity"
"Post-definitive care",15,27,4,1,0.893854748603352,"High intensity"
"Post-definitive care",15,28,7,1,0.897849462365591,"High intensity"
"Post-definitive care",15,29,6,1,0.901041666666667,"High intensity"
"Post-definitive care",15,30,9,1,0.90547263681592,"High intensity"
"Post-definitive care",16,1,2,0,0,"High intensity"
"Post-definitive care",16,2,9,0.777777777777778,0.636363636363636,"High intensity"
"Post-definitive care",16,3,6,1,0.764705882352941,"High intensity"
"Post-definitive care",16,4,10,0.9,0.814814814814815,"High intensity"
"Post-definitive care",16,5,4,1,0.838709677419355,"High intensity"
"Post-definitive care",16,6,2,1,0.848484848484849,"High intensity"
"Post-definitive care",16,7,5,1,0.868421052631579,"High intensity"
"Post-definitive care",16,8,6,1,0.886363636363636,"High intensity"
"Post-definitive care",16,9,11,1,0.909090909090909,"High intensity"
"Post-definitive care",16,10,4,1,0.915254237288136,"High intensity"
"Post-definitive care",16,11,7,1,0.924242424242424,"High intensity"
"Post-definitive care",16,12,8,1,0.932432432432432,"High intensity"
"Post-definitive care",16,13,3,1,0.935064935064935,"High intensity"
"Post-definitive care",16,14,6,1,0.939759036144578,"High intensity"
"Post-definitive care",16,15,4,1,0.942528735632184,"High intensity"
"Post-definitive care",16,16,9,1,0.947916666666667,"High intensity"
"Post-definitive care",16,17,9,1,0.952380952380952,"High intensity"
"Post-definitive care",16,18,5,1,0.954545454545455,"High intensity"
"Post-definitive care",16,19,6,1,0.956896551724138,"High intensity"
"Post-definitive care",16,20,3,1,0.957983193277311,"High intensity"
"Post-definitive care",16,21,7,1,0.96031746031746,"High intensity"
"Post-definitive care",16,22,8,1,0.962686567164179,"High intensity"
"Post-definitive care",16,23,6,1,0.964285714285714,"High intensity"
"Post-definitive care",16,24,7,1,0.965986394557823,"High intensity"
"Post-definitive care",16,25,9,1,0.967948717948718,"High intensity"
"Post-definitive care",16,26,6,1,0.969135802469136,"High intensity"
"Post-definitive care",16,27,3,1,0.96969696969697,"High intensity"
"Post-definitive care",16,28,7,1,0.970930232558139,"High intensity"
"Post-definitive care",16,29,10,1,0.972527472527473,"High intensity"
"Post-definitive care",16,30,10,1,0.973958333333333,"High intensity"
"Post-definitive care",17,1,2,0,0,"High intensity"
"Post-definitive care",17,2,5,0.4,0.285714285714286,"High intensity"
"Post-definitive care",17,3,10,0.8,0.588235294117647,"High intensity"
"Post-definitive care",17,4,2,0.5,0.578947368421053,"High intensity"
"Post-definitive care",17,5,10,0.8,0.655172413793103,"High intensity"
"Post-definitive care",17,6,6,0.666666666666667,0.657142857142857,"High intensity"
"Post-definitive care",17,7,4,0.75,0.666666666666667,"High intensity"
"Post-definitive care",17,8,8,0.875,0.702127659574468,"High intensity"
"Post-definitive care",17,9,15,1,0.774193548387097,"High intensity"
"Post-definitive care",17,10,8,1,0.8,"High intensity"
"Post-definitive care",17,11,11,1,0.827160493827161,"High intensity"
"Post-definitive care",17,12,4,1,0.835294117647059,"High intensity"
"Post-definitive care",17,13,7,1,0.847826086956522,"High intensity"
"Post-definitive care",17,14,9,1,0.861386138613861,"High intensity"
"Post-definitive care",17,15,5,1,0.867924528301887,"High intensity"
"Post-definitive care",17,16,10,1,0.879310344827586,"High intensity"
"Post-definitive care",17,17,11,1,0.889763779527559,"High intensity"
"Post-definitive care",17,18,7,1,0.895522388059702,"High intensity"
"Post-definitive care",17,19,6,1,0.9,"High intensity"
"Post-definitive care",17,20,4,1,0.902777777777778,"High intensity"
"Post-definitive care",17,21,11,1,0.909677419354839,"High intensity"
"Post-definitive care",17,22,6,1,0.91304347826087,"High intensity"
"Post-definitive care",17,23,13,1,0.919540229885057,"High intensity"
"Post-definitive care",17,24,8,1,0.923076923076923,"High intensity"
"Post-definitive care",17,25,7,1,0.925925925925926,"High intensity"
"Post-definitive care",17,26,10,1,0.92964824120603,"High intensity"
"Post-definitive care",17,27,6,1,0.931707317073171,"High intensity"
"Post-definitive care",17,28,3,1,0.932692307692308,"High intensity"
"Post-definitive care",17,29,9,1,0.935483870967742,"High intensity"
"Post-definitive care",17,30,8,1,0.937777777777778,"High intensity"
"Post-definitive care",18,1,8,0.5,0.5,"High intensity"
"Post-definitive care",18,2,7,1,0.733333333333333,"High intensity"
"Post-definitive care",18,3,7,0.857142857142857,0.772727272727273,"High intensity"
"Post-definitive care",18,4,6,1,0.821428571428571,"High intensity"
"Post-definitive care",18,5,8,1,0.861111111111111,"High intensity"
"Post-definitive care",18,6,3,1,0.871794871794872,"High intensity"
"Post-definitive care",18,7,3,1,0.880952380952381,"High intensity"
"Post-definitive care",18,8,6,1,0.895833333333333,"High intensity"
"Post-definitive care",18,9,10,1,0.913793103448276,"High intensity"
"Post-definitive care",18,10,8,1,0.924242424242424,"High intensity"
"Post-definitive care",18,11,7,1,0.931506849315068,"High intensity"
"Post-definitive care",18,12,4,1,0.935064935064935,"High intensity"
"Post-definitive care",18,13,3,1,0.9375,"High intensity"
"Post-definitive care",18,14,2,1,0.939024390243902,"High intensity"
"Post-definitive care",18,15,7,1,0.943820224719101,"High intensity"
"Post-definitive care",18,16,7,1,0.947916666666667,"High intensity"
"Post-definitive care",18,17,8,1,0.951923076923077,"High intensity"
"Post-definitive care",18,18,9,1,0.955752212389381,"High intensity"
"Post-definitive care",18,19,9,1,0.959016393442623,"High intensity"
"Post-definitive care",18,20,4,1,0.96031746031746,"High intensity"
"Post-definitive care",18,21,4,1,0.961538461538462,"High intensity"
"Post-definitive care",18,22,7,1,0.963503649635037,"High intensity"
"Post-definitive care",18,23,7,1,0.965277777777778,"High intensity"
"Post-definitive care",18,24,6,1,0.966666666666667,"High intensity"
"Post-definitive care",18,25,4,1,0.967532467532468,"High intensity"
"Post-definitive care",18,26,7,1,0.968944099378882,"High intensity"
"Post-definitive care",18,27,6,1,0.970059880239521,"High intensity"
"Post-definitive care",18,28,6,1,0.971098265895954,"High intensity"
"Post-definitive care",18,29,4,1,0.971751412429379,"High intensity"
"Post-definitive care",18,30,12,1,0.973544973544973,"High intensity"
"Post-definitive care",19,1,2,0.5,0.5,"High intensity"
"Post-definitive care",19,2,10,0.6,0.583333333333333,"High intensity"
"Post-definitive care",19,3,3,0.666666666666667,0.6,"High intensity"
"Post-definitive care",19,4,11,0.636363636363636,0.615384615384615,"High intensity"
"Post-definitive care",19,5,7,0.714285714285714,0.636363636363636,"High intensity"
"Post-definitive care",19,6,9,0.777777777777778,0.666666666666667,"High intensity"
"Post-definitive care",19,7,7,1,0.714285714285714,"High intensity"
"Post-definitive care",19,8,5,1,0.740740740740741,"High intensity"
"Post-definitive care",19,9,6,1,0.766666666666667,"High intensity"
"Post-definitive care",19,10,7,1,0.791044776119403,"High intensity"
"Post-definitive care",19,11,5,1,0.805555555555556,"High intensity"
"Post-definitive care",19,12,5,1,0.818181818181818,"High intensity"
"Post-definitive care",19,13,2,1,0.822784810126582,"High intensity"
"Post-definitive care",19,14,5,1,0.833333333333333,"High intensity"
"Post-definitive care",19,15,2,1,0.837209302325581,"High intensity"
"Post-definitive care",19,16,12,1,0.857142857142857,"High intensity"
"Post-definitive care",19,17,6,1,0.865384615384615,"High intensity"
"Post-definitive care",19,18,5,1,0.871559633027523,"High intensity"
"Post-definitive care",19,19,6,1,0.878260869565217,"High intensity"
"Post-definitive care",19,20,5,1,0.883333333333333,"High intensity"
"Post-definitive care",19,21,10,1,0.892307692307692,"High intensity"
"Post-definitive care",19,22,4,1,0.895522388059702,"High intensity"
"Post-definitive care",19,23,5,1,0.899280575539568,"High intensity"
"Post-definitive care",19,24,8,1,0.904761904761905,"High intensity"
"Post-definitive care",19,25,7,1,0.909090909090909,"High intensity"
"Post-definitive care",19,26,6,1,0.9125,"High intensity"
"Post-definitive care",19,27,1,1,0.91304347826087,"High intensity"
"Post-definitive care",19,28,6,1,0.916167664670659,"High intensity"
"Post-definitive care",19,29,14,1,0.922651933701657,"High intensity"
"Post-definitive care",19,30,10,1,0.926701570680628,"High intensity"
"Post-definitive care",20,1,5,0.4,0.4,"High intensity"
"Post-definitive care",20,2,6,0.666666666666667,0.545454545454545,"High intensity"
"Post-definitive care",20,3,5,0.4,0.5,"High intensity"
"Post-definitive care",20,4,10,0.6,0.538461538461538,"High intensity"
"Post-definitive care",20,5,5,1,0.612903225806452,"High intensity"
"Post-definitive care",20,6,3,0.666666666666667,0.617647058823529,"High intensity"
"Post-definitive care",20,7,11,0.909090909090909,0.688888888888889,"High intensity"
"Post-definitive care",20,8,11,0.909090909090909,0.732142857142857,"High intensity"
"Post-definitive care",20,9,8,1,0.765625,"High intensity"
"Post-definitive care",20,10,3,1,0.776119402985075,"High intensity"
"Post-definitive care",20,11,12,1,0.810126582278481,"High intensity"
"Post-definitive care",20,12,6,1,0.823529411764706,"High intensity"
"Post-definitive care",20,13,4,1,0.831460674157303,"High intensity"
"Post-definitive care",20,14,10,1,0.848484848484849,"High intensity"
"Post-definitive care",20,15,6,1,0.857142857142857,"High intensity"
"Post-definitive care",20,16,5,1,0.863636363636364,"High intensity"
"Post-definitive care",20,17,15,1,0.88,"High intensity"
"Post-definitive care",20,18,8,1,0.887218045112782,"High intensity"
"Post-definitive care",20,19,5,1,0.891304347826087,"High intensity"
"Post-definitive care",20,20,8,1,0.897260273972603,"High intensity"
"Post-definitive care",20,21,5,1,0.900662251655629,"High intensity"
"Post-definitive care",20,22,2,1,0.901960784313726,"High intensity"
"Post-definitive care",20,23,7,1,0.90625,"High intensity"
"Post-definitive care",20,24,16,1,0.914772727272727,"High intensity"
"Post-definitive care",20,25,8,1,0.918478260869565,"High intensity"
"Post-definitive care",20,26,8,1,0.921875,"High intensity"
"Post-definitive care",20,27,6,1,0.924242424242424,"High intensity"
"Post-definitive care",20,28,5,1,0.926108374384236,"High intensity"
"Post-definitive care",20,29,3,1,0.927184466019418,"High intensity"
"Post-definitive care",20,30,3,1,0.92822966507177,"High intensity"
"Post-definitive care",21,1,7,0.428571428571429,0.428571428571429,"High intensity"
"Post-definitive care",21,2,11,1,0.777777777777778,"High intensity"
"Post-definitive care",21,3,3,1,0.80952380952381,"High intensity"
"Post-definitive care",21,4,5,1,0.846153846153846,"High intensity"
"Post-definitive care",21,5,3,1,0.862068965517241,"High intensity"
"Post-definitive care",21,6,3,1,0.875,"High intensity"
"Post-definitive care",21,7,7,1,0.897435897435897,"High intensity"
"Post-definitive care",21,8,12,0.833333333333333,0.882352941176471,"High intensity"
"Post-definitive care",21,9,10,1,0.901639344262295,"High intensity"
"Post-definitive care",21,10,7,1,0.911764705882353,"High intensity"
"Post-definitive care",21,11,2,1,0.914285714285714,"High intensity"
"Post-definitive care",21,12,5,1,0.92,"High intensity"
"Post-definitive care",21,13,7,1,0.926829268292683,"High intensity"
"Post-definitive care",21,14,6,1,0.931818181818182,"High intensity"
"Post-definitive care",21,15,10,1,0.938775510204082,"High intensity"
"Post-definitive care",21,16,5,1,0.941747572815534,"High intensity"
"Post-definitive care",21,17,4,1,0.94392523364486,"High intensity"
"Post-definitive care",21,18,5,1,0.946428571428571,"High intensity"
"Post-definitive care",21,19,5,1,0.948717948717949,"High intensity"
"Post-definitive care",21,20,7,1,0.951612903225806,"High intensity"
"Post-definitive care",21,21,4,1,0.953125,"High intensity"
"Post-definitive care",21,22,7,1,0.955555555555556,"High intensity"
"Post-definitive care",21,23,9,1,0.958333333333333,"High intensity"
"Post-definitive care",21,24,1,1,0.958620689655172,"High intensity"
"Post-definitive care",21,25,11,1,0.961538461538462,"High intensity"
"Post-definitive care",21,26,4,1,0.9625,"High intensity"
"Post-definitive care",21,27,8,1,0.964285714285714,"High intensity"
"Post-definitive care",21,28,6,1,0.96551724137931,"High intensity"
"Post-definitive care",21,29,2,1,0.965909090909091,"High intensity"
"Post-definitive care",21,30,10,1,0.967741935483871,"High intensity"
"Post-definitive care",22,1,3,0.333333333333333,0.333333333333333,"High intensity"
"Post-definitive care",22,2,6,0.666666666666667,0.555555555555556,"High intensity"
"Post-definitive care",22,3,8,0.875,0.705882352941177,"High intensity"
"Post-definitive care",22,4,14,0.857142857142857,0.774193548387097,"High intensity"
"Post-definitive care",22,5,3,0.333333333333333,0.735294117647059,"High intensity"
"Post-definitive care",22,6,1,1,0.742857142857143,"High intensity"
"Post-definitive care",22,7,2,1,0.756756756756757,"High intensity"
"Post-definitive care",22,8,7,0.857142857142857,0.772727272727273,"High intensity"
"Post-definitive care",22,9,7,0.857142857142857,0.784313725490196,"High intensity"
"Post-definitive care",22,10,11,1,0.82258064516129,"High intensity"
"Post-definitive care",22,11,12,1,0.851351351351351,"High intensity"
"Post-definitive care",22,12,4,1,0.858974358974359,"High intensity"
"Post-definitive care",22,13,9,1,0.873563218390805,"High intensity"
"Post-definitive care",22,14,3,1,0.877777777777778,"High intensity"
"Post-definitive care",22,15,7,1,0.88659793814433,"High intensity"
"Post-definitive care",22,16,9,1,0.89622641509434,"High intensity"
"Post-definitive care",22,17,11,1,0.905982905982906,"High intensity"
"Post-definitive care",22,18,9,1,0.912698412698413,"High intensity"
"Post-definitive care",22,19,12,1,0.920289855072464,"High intensity"
"Post-definitive care",22,20,8,1,0.924657534246575,"High intensity"
"Post-definitive care",22,21,3,1,0.926174496644295,"High intensity"
"Post-definitive care",22,22,3,1,0.927631578947368,"High intensity"
"Post-definitive care",22,23,10,1,0.932098765432099,"High intensity"
"Post-definitive care",22,24,7,1,0.93491124260355,"High intensity"
"Post-definitive care",22,25,4,1,0.936416184971098,"High intensity"
"Post-definitive care",22,26,6,1,0.93854748603352,"High intensity"
"Post-definitive care",22,27,7,1,0.940860215053763,"High intensity"
"Post-definitive care",22,28,5,1,0.942408376963351,"High intensity"
"Post-definitive care",22,29,5,1,0.943877551020408,"High intensity"
"Post-definitive care",22,30,8,1,0.946078431372549,"High intensity"
"Post-definitive care",23,1,4,0.75,0.75,"High intensity"
"Post-definitive care",23,2,4,1,0.875,"High intensity"
"Post-definitive care",23,3,4,0.75,0.833333333333333,"High intensity"
"Post-definitive care",23,4,7,1,0.894736842105263,"High intensity"
"Post-definitive care",23,5,4,1,0.91304347826087,"High intensity"
"Post-definitive care",23,6,4,1,0.925925925925926,"High intensity"
"Post-definitive care",23,7,7,1,0.941176470588235,"High intensity"
"Post-definitive care",23,8,7,1,0.951219512195122,"High intensity"
"Post-definitive care",23,9,5,1,0.956521739130435,"High intensity"
"Post-definitive care",23,10,11,1,0.964912280701754,"High intensity"
"Post-definitive care",23,11,4,1,0.967213114754098,"High intensity"
"Post-definitive care",23,12,5,1,0.96969696969697,"High intensity"
"Post-definitive care",23,13,10,1,0.973684210526316,"High intensity"
"Post-definitive care",23,14,6,1,0.975609756097561,"High intensity"
"Post-definitive care",23,15,2,1,0.976190476190476,"High intensity"
"Post-definitive care",23,16,11,1,0.978947368421053,"High intensity"
"Post-definitive care",23,17,7,1,0.980392156862745,"High intensity"
"Post-definitive care",23,18,5,1,0.981308411214953,"High intensity"
"Post-definitive care",23,19,8,1,0.982608695652174,"High intensity"
"Post-definitive care",23,20,8,1,0.983739837398374,"High intensity"
"Post-definitive care",23,21,11,1,0.985074626865672,"High intensity"
"Post-definitive care",23,22,4,1,0.985507246376812,"High intensity"
"Post-definitive care",23,23,8,1,0.986301369863014,"High intensity"
"Post-definitive care",23,24,7,1,0.986928104575163,"High intensity"
"Post-definitive care",23,25,12,1,0.987878787878788,"High intensity"
"Post-definitive care",23,26,10,1,0.988571428571429,"High intensity"
"Post-definitive care",23,27,8,1,0.989071038251366,"High intensity"
"Post-definitive care",23,28,7,1,0.989473684210526,"High intensity"
"Post-definitive care",23,29,8,1,0.98989898989899,"High intensity"
"Post-definitive care",23,30,11,1,0.990430622009569,"High intensity"
"Post-definitive care",24,1,10,0.9,0.9,"High intensity"
"Post-definitive care",24,2,9,1,0.947368421052632,"High intensity"
"Post-definitive care",24,3,7,1,0.961538461538462,"High intensity"
"Post-definitive care",24,4,7,1,0.96969696969697,"High intensity"
"Post-definitive care",24,5,3,1,0.972222222222222,"High intensity"
"Post-definitive care",24,6,6,1,0.976190476190476,"High intensity"
"Post-definitive care",24,7,3,1,0.977777777777778,"High intensity"
"Post-definitive care",24,8,6,0.833333333333333,0.96078431372549,"High intensity"
"Post-definitive care",24,9,19,1,0.971428571428571,"High intensity"
"Post-definitive care",24,10,5,1,0.973333333333333,"High intensity"
"Post-definitive care",24,11,6,1,0.975308641975309,"High intensity"
"Post-definitive care",24,12,6,1,0.977011494252874,"High intensity"
"Post-definitive care",24,13,8,1,0.978947368421053,"High intensity"
"Post-definitive care",24,14,7,1,0.980392156862745,"High intensity"
"Post-definitive care",24,15,8,1,0.981818181818182,"High intensity"
"Post-definitive care",24,16,7,1,0.982905982905983,"High intensity"
"Post-definitive care",24,17,6,1,0.983739837398374,"High intensity"
"Post-definitive care",24,18,10,1,0.984962406015038,"High intensity"
"Post-definitive care",24,19,3,1,0.985294117647059,"High intensity"
"Post-definitive care",24,20,7,1,0.986013986013986,"High intensity"
"Post-definitive care",24,21,5,1,0.986486486486487,"High intensity"
"Post-definitive care",24,22,6,1,0.987012987012987,"High intensity"
"Post-definitive care",24,23,6,1,0.9875,"High intensity"
"Post-definitive care",24,24,8,1,0.988095238095238,"High intensity"
"Post-definitive care",24,25,2,1,0.988235294117647,"High intensity"
"Post-definitive care",24,26,4,1,0.988505747126437,"High intensity"
"Post-definitive care",24,27,11,1,0.989189189189189,"High intensity"
"Post-definitive care",24,28,11,1,0.989795918367347,"High intensity"
"Post-definitive care",24,29,6,1,0.99009900990099,"High intensity"
"Post-definitive care",24,30,8,1,0.990476190476191,"High intensity"
"Post-definitive care",25,1,3,0,0,"High intensity"
"Post-definitive care",25,2,5,0.6,0.375,"High intensity"
"Post-definitive care",25,3,9,0.888888888888889,0.647058823529412,"High intensity"
"Post-definitive care",25,4,7,0.571428571428571,0.625,"High intensity"
"Post-definitive care",25,5,2,1,0.653846153846154,"High intensity"
"Post-definitive care",25,6,10,1,0.75,"High intensity"
"Post-definitive care",25,7,6,1,0.785714285714286,"High intensity"
"Post-definitive care",25,8,4,1,0.804347826086957,"High intensity"
"Post-definitive care",25,9,14,1,0.85,"High intensity"
"Post-definitive care",25,10,4,1,0.859375,"High intensity"
"Post-definitive care",25,11,6,1,0.871428571428571,"High intensity"
"Post-definitive care",25,12,9,1,0.886075949367089,"High intensity"
"Post-definitive care",25,13,4,1,0.891566265060241,"High intensity"
"Post-definitive care",25,14,9,1,0.902173913043478,"High intensity"
"Post-definitive care",25,15,7,1,0.909090909090909,"High intensity"
"Post-definitive care",25,16,10,1,0.917431192660551,"High intensity"
"Post-definitive care",25,17,10,1,0.92436974789916,"High intensity"
"Post-definitive care",25,18,12,1,0.931297709923664,"High intensity"
"Post-definitive care",25,19,10,1,0.936170212765957,"High intensity"
"Post-definitive care",25,20,7,1,0.939189189189189,"High intensity"
"Post-definitive care",25,21,11,1,0.943396226415094,"High intensity"
"Post-definitive care",25,22,9,1,0.946428571428571,"High intensity"
"Post-definitive care",25,23,9,1,0.949152542372881,"High intensity"
"Post-definitive care",25,24,11,1,0.952127659574468,"High intensity"
"Post-definitive care",25,25,11,1,0.954773869346734,"High intensity"
"Post-definitive care",25,26,2,1,0.955223880597015,"High intensity"
"Post-definitive care",25,27,5,1,0.956310679611651,"High intensity"
"Post-definitive care",25,28,6,1,0.957547169811321,"High intensity"
"Post-definitive care",25,29,7,1,0.958904109589041,"High intensity"
"Post-definitive care",25,30,6,1,0.96,"High intensity"
"Post-definitive care",26,1,2,0,0,"High intensity"
"Post-definitive care",26,2,7,0.714285714285714,0.555555555555556,"High intensity"
"Post-definitive care",26,3,2,1,0.636363636363636,"High intensity"
"Post-definitive care",26,4,6,0.666666666666667,0.647058823529412,"High intensity"
"Post-definitive care",26,5,12,1,0.793103448275862,"High intensity"
"Post-definitive care",26,6,7,1,0.833333333333333,"High intensity"
"Post-definitive care",26,7,5,1,0.853658536585366,"High intensity"
"Post-definitive care",26,8,3,1,0.863636363636364,"High intensity"
"Post-definitive care",26,9,7,1,0.882352941176471,"High intensity"
"Post-definitive care",26,10,9,1,0.9,"High intensity"
"Post-definitive care",26,11,12,1,0.916666666666667,"High intensity"
"Post-definitive care",26,12,4,1,0.921052631578947,"High intensity"
"Post-definitive care",26,13,6,1,0.926829268292683,"High intensity"
"Post-definitive care",26,14,8,1,0.933333333333333,"High intensity"
"Post-definitive care",26,15,12,1,0.941176470588235,"High intensity"
"Post-definitive care",26,16,8,1,0.945454545454545,"High intensity"
"Post-definitive care",26,17,8,1,0.949152542372881,"High intensity"
"Post-definitive care",26,18,8,1,0.952380952380952,"High intensity"
"Post-definitive care",26,19,6,1,0.954545454545455,"High intensity"
"Post-definitive care",26,20,9,1,0.957446808510638,"High intensity"
"Post-definitive care",26,21,5,1,0.958904109589041,"High intensity"
"Post-definitive care",26,22,7,1,0.96078431372549,"High intensity"
"Post-definitive care",26,23,12,1,0.963636363636364,"High intensity"
"Post-definitive care",26,24,11,1,0.965909090909091,"High intensity"
"Post-definitive care",26,25,5,1,0.966850828729282,"High intensity"
"Post-definitive care",26,26,1,1,0.967032967032967,"High intensity"
"Post-definitive care",26,27,5,1,0.967914438502674,"High intensity"
"Post-definitive care",26,28,4,1,0.968586387434555,"High intensity"
"Post-definitive care",26,29,9,1,0.97,"High intensity"
"Post-definitive care",26,30,11,1,0.971563981042654,"High intensity"
"Post-definitive care",27,1,6,0.666666666666667,0.666666666666667,"High intensity"
"Post-definitive care",27,2,7,0.571428571428571,0.615384615384615,"High intensity"
"Post-definitive care",27,3,11,0.909090909090909,0.75,"High intensity"
"Post-definitive care",27,4,7,1,0.806451612903226,"High intensity"
"Post-definitive care",27,5,5,1,0.833333333333333,"High intensity"
"Post-definitive care",27,6,7,1,0.86046511627907,"High intensity"
"Post-definitive care",27,7,5,1,0.875,"High intensity"
"Post-definitive care",27,8,5,1,0.886792452830189,"High intensity"
"Post-definitive care",27,9,10,1,0.904761904761905,"High intensity"
"Post-definitive care",27,10,9,1,0.916666666666667,"High intensity"
"Post-definitive care",27,11,12,1,0.928571428571429,"High intensity"
"Post-definitive care",27,12,10,1,0.936170212765957,"High intensity"
"Post-definitive care",27,13,7,1,0.940594059405941,"High intensity"
"Post-definitive care",27,14,4,1,0.942857142857143,"High intensity"
"Post-definitive care",27,15,7,1,0.946428571428571,"High intensity"
"Post-definitive care",27,16,7,1,0.949579831932773,"High intensity"
"Post-definitive care",27,17,7,1,0.952380952380952,"High intensity"
"Post-definitive care",27,18,5,1,0.954198473282443,"High intensity"
"Post-definitive care",27,19,13,1,0.958333333333333,"High intensity"
"Post-definitive care",27,20,6,1,0.96,"High intensity"
"Post-definitive care",27,21,5,1,0.961290322580645,"High intensity"
"Post-definitive care",27,22,4,1,0.962264150943396,"High intensity"
"Post-definitive care",27,23,2,1,0.962732919254658,"High intensity"
"Post-definitive care",27,24,12,1,0.965317919075145,"High intensity"
"Post-definitive care",27,25,6,1,0.966480446927374,"High intensity"
"Post-definitive care",27,26,4,1,0.967213114754098,"High intensity"
"Post-definitive care",27,27,4,1,0.967914438502674,"High intensity"
"Post-definitive care",27,28,4,1,0.968586387434555,"High intensity"
"Post-definitive care",27,29,5,1,0.969387755102041,"High intensity"
"Post-definitive care",27,30,5,1,0.970149253731343,"High intensity"
"Post-definitive care",28,1,6,0.5,0.5,"High intensity"
"Post-definitive care",28,2,0,NA,0.5,"High intensity"
"Post-definitive care",28,3,10,0.9,0.75,"High intensity"
"Post-definitive care",28,4,8,0.75,0.75,"High intensity"
"Post-definitive care",28,5,2,0.5,0.730769230769231,"High intensity"
"Post-definitive care",28,6,1,1,0.740740740740741,"High intensity"
"Post-definitive care",28,7,7,0.714285714285714,0.735294117647059,"High intensity"
"Post-definitive care",28,8,8,0.875,0.761904761904762,"High intensity"
"Post-definitive care",28,9,6,0.666666666666667,0.75,"High intensity"
"Post-definitive care",28,10,10,1,0.793103448275862,"High intensity"
"Post-definitive care",28,11,7,1,0.815384615384615,"High intensity"
"Post-definitive care",28,12,10,1,0.84,"High intensity"
"Post-definitive care",28,13,8,1,0.855421686746988,"High intensity"
"Post-definitive care",28,14,3,1,0.86046511627907,"High intensity"
"Post-definitive care",28,15,6,1,0.869565217391304,"High intensity"
"Post-definitive care",28,16,7,1,0.878787878787879,"High intensity"
"Post-definitive care",28,17,7,1,0.886792452830189,"High intensity"
"Post-definitive care",28,18,7,1,0.893805309734513,"High intensity"
"Post-definitive care",28,19,2,1,0.895652173913044,"High intensity"
"Post-definitive care",28,20,4,1,0.899159663865546,"High intensity"
